38019 silly lifecycle postcss-modules-scope@1.1.0~preinstall: no script for preinstall, continuing
44268 verbose linkBins latest-version@3.1.0
44269 verbose linkMans latest-version@3.1.0
44270 silly build querystringify@1.0.0
44271 info linkStuff querystringify@1.0.0
44272 silly linkStuff querystringify@1.0.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/url-parse/node_modules as its parent node_modules
44273 verbose linkBins querystringify@1.0.0
44274 verbose linkMans querystringify@1.0.0
44275 silly build requires-port@1.0.0
44276 info linkStuff requires-port@1.0.0
44277 silly linkStuff requires-port@1.0.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/url-parse/node_modules as its parent node_modules
44278 verbose linkBins requires-port@1.0.0
44279 verbose linkMans requires-port@1.0.0
44280 silly build url-parse@1.3.0
44281 info linkStuff url-parse@1.3.0
44282 silly linkStuff url-parse@1.3.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44283 verbose linkBins url-parse@1.3.0
44284 verbose linkMans url-parse@1.3.0
44285 silly build punycode@1.3.2
44286 info linkStuff punycode@1.3.2
44287 silly linkStuff punycode@1.3.2 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/url/node_modules as its parent node_modules
44288 verbose linkBins punycode@1.3.2
44289 verbose linkMans punycode@1.3.2
44290 silly build url@0.11.0
44291 info linkStuff url@0.11.0
44292 silly linkStuff url@0.11.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44293 verbose linkBins url@0.11.0
44294 verbose linkMans url@0.11.0
44295 silly build use@3.1.0
44296 info linkStuff use@3.1.0
44297 silly linkStuff use@3.1.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44298 verbose linkBins use@3.1.0
44299 verbose linkMans use@3.1.0
44300 silly build snapdragon@0.8.2
44301 info linkStuff snapdragon@0.8.2
44302 silly linkStuff snapdragon@0.8.2 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/nanomatch/node_modules as its parent node_modules
44303 verbose linkBins snapdragon@0.8.2
44304 verbose linkMans snapdragon@0.8.2
44305 silly build nanomatch@1.2.9
44306 info linkStuff nanomatch@1.2.9
44307 silly linkStuff nanomatch@1.2.9 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44308 verbose linkBins nanomatch@1.2.9
44309 verbose linkMans nanomatch@1.2.9
44310 silly build snapdragon@0.8.2
44311 info linkStuff snapdragon@0.8.2
44312 silly linkStuff snapdragon@0.8.2 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/micromatch/node_modules as its parent node_modules
44313 verbose linkBins snapdragon@0.8.2
44314 verbose linkMans snapdragon@0.8.2
44315 silly build expand-brackets@2.1.4
44316 info linkStuff expand-brackets@2.1.4
44317 silly linkStuff expand-brackets@2.1.4 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/micromatch/node_modules as its parent node_modules
44318 verbose linkBins expand-brackets@2.1.4
44319 verbose linkMans expand-brackets@2.1.4
44320 silly build extglob@2.0.4
44321 info linkStuff extglob@2.0.4
44322 silly linkStuff extglob@2.0.4 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/micromatch/node_modules as its parent node_modules
44323 verbose linkBins extglob@2.0.4
44324 verbose linkMans extglob@2.0.4
44325 silly build braces@2.3.2
44326 info linkStuff braces@2.3.2
44327 silly linkStuff braces@2.3.2 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/micromatch/node_modules as its parent node_modules
44328 verbose linkBins braces@2.3.2
44329 verbose linkMans braces@2.3.2
44330 silly build micromatch@3.1.10
44331 info linkStuff micromatch@3.1.10
44332 silly linkStuff micromatch@3.1.10 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44333 verbose linkBins micromatch@3.1.10
44334 verbose linkMans micromatch@3.1.10
44335 silly build anymatch@2.0.0
44336 info linkStuff anymatch@2.0.0
44337 silly linkStuff anymatch@2.0.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44338 verbose linkBins anymatch@2.0.0
44339 verbose linkMans anymatch@2.0.0
44340 silly build snapdragon@0.8.2
44341 info linkStuff snapdragon@0.8.2
44342 silly linkStuff snapdragon@0.8.2 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/chokidar/node_modules as its parent node_modules
44343 verbose linkBins snapdragon@0.8.2
44344 verbose linkMans snapdragon@0.8.2
44345 silly build braces@2.3.2
44346 info linkStuff braces@2.3.2
44347 silly linkStuff braces@2.3.2 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/chokidar/node_modules as its parent node_modules
44348 verbose linkBins braces@2.3.2
44349 verbose linkMans braces@2.3.2
44350 silly build util-deprecate@1.0.2
44351 info linkStuff util-deprecate@1.0.2
44352 silly linkStuff util-deprecate@1.0.2 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44353 verbose linkBins util-deprecate@1.0.2
44354 verbose linkMans util-deprecate@1.0.2
44355 silly build readable-stream@2.3.6
44356 info linkStuff readable-stream@2.3.6
44357 silly linkStuff readable-stream@2.3.6 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44358 verbose linkBins readable-stream@2.3.6
44359 verbose linkMans readable-stream@2.3.6
44360 silly build stream-browserify@2.0.1
44361 info linkStuff stream-browserify@2.0.1
44362 silly linkStuff stream-browserify@2.0.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44363 verbose linkBins stream-browserify@2.0.1
44364 verbose linkMans stream-browserify@2.0.1
44365 silly build readdirp@2.1.0
44366 info linkStuff readdirp@2.1.0
44367 silly linkStuff readdirp@2.1.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44368 verbose linkBins readdirp@2.1.0
44369 verbose linkMans readdirp@2.1.0
44370 silly build chokidar@2.0.3
44371 info linkStuff chokidar@2.0.3
44372 silly linkStuff chokidar@2.0.3 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44373 verbose linkBins chokidar@2.0.3
44374 verbose linkMans chokidar@2.0.3
44375 silly build memory-fs@0.4.1
44376 info linkStuff memory-fs@0.4.1
44377 silly linkStuff memory-fs@0.4.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44378 verbose linkBins memory-fs@0.4.1
44379 verbose linkMans memory-fs@0.4.1
44380 silly build enhanced-resolve@3.4.1
44381 info linkStuff enhanced-resolve@3.4.1
44382 silly linkStuff enhanced-resolve@3.4.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44383 verbose linkBins enhanced-resolve@3.4.1
44384 verbose linkMans enhanced-resolve@3.4.1
44385 silly build concat-stream@1.6.2
44386 info linkStuff concat-stream@1.6.2
44387 silly linkStuff concat-stream@1.6.2 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44388 verbose linkBins concat-stream@1.6.2
44389 verbose linkMans concat-stream@1.6.2
44390 silly build inherits@2.0.1
44391 info linkStuff inherits@2.0.1
44392 silly linkStuff inherits@2.0.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/util/node_modules as its parent node_modules
44393 verbose linkBins inherits@2.0.1
44394 verbose linkMans inherits@2.0.1
44395 silly build util@0.10.3
44396 info linkStuff util@0.10.3
44397 silly linkStuff util@0.10.3 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44398 verbose linkBins util@0.10.3
44399 verbose linkMans util@0.10.3
44400 silly build assert@1.4.1
44401 info linkStuff assert@1.4.1
44402 silly linkStuff assert@1.4.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44403 verbose linkBins assert@1.4.1
44404 verbose linkMans assert@1.4.1
44405 silly build utila@0.4.0
44406 info linkStuff utila@0.4.0
44407 silly linkStuff utila@0.4.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44408 verbose linkBins utila@0.4.0
44409 verbose linkMans utila@0.4.0
44410 silly build pretty-error@2.1.1
44411 info linkStuff pretty-error@2.1.1
44412 silly linkStuff pretty-error@2.1.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44413 verbose linkBins pretty-error@2.1.1
44414 verbose linkMans pretty-error@2.1.1
44415 silly build html-webpack-plugin@2.29.0
44416 info linkStuff html-webpack-plugin@2.29.0
44417 silly linkStuff html-webpack-plugin@2.29.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules as its parent node_modules
44418 verbose linkBins html-webpack-plugin@2.29.0
44419 verbose linkMans html-webpack-plugin@2.29.0
44420 silly build utils-merge@1.0.1
44421 info linkStuff utils-merge@1.0.1
44422 silly linkStuff utils-merge@1.0.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44423 verbose linkBins utils-merge@1.0.1
44424 verbose linkMans utils-merge@1.0.1
44425 silly build uuid@3.2.1
44426 info linkStuff uuid@3.2.1
44427 silly linkStuff uuid@3.2.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44428 verbose linkBins uuid@3.2.1
44429 verbose link bins [ { uuid: './bin/uuid' },
44429 verbose link bins   '/mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.bin',
44429 verbose link bins   false ]
44430 verbose linkMans uuid@3.2.1
44431 silly gentlyRm /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.bin/uuid is being purged
44432 verbose gentlyRm don't care about contents; nuking /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.bin/uuid
44433 silly build validate-npm-package-license@3.0.3
44434 info linkStuff validate-npm-package-license@3.0.3
44435 silly linkStuff validate-npm-package-license@3.0.3 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44436 verbose linkBins validate-npm-package-license@3.0.3
44437 verbose linkMans validate-npm-package-license@3.0.3
44438 silly build normalize-package-data@2.4.0
44439 info linkStuff normalize-package-data@2.4.0
44440 silly linkStuff normalize-package-data@2.4.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44441 verbose linkBins normalize-package-data@2.4.0
44442 verbose linkMans normalize-package-data@2.4.0
44443 silly build read-pkg@1.1.0
44444 info linkStuff read-pkg@1.1.0
44445 silly linkStuff read-pkg@1.1.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44446 verbose linkBins read-pkg@1.1.0
44447 verbose linkMans read-pkg@1.1.0
44448 silly build read-pkg-up@1.0.1
44449 info linkStuff read-pkg-up@1.0.1
44450 silly linkStuff read-pkg-up@1.0.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/test-exclude/node_modules as its parent node_modules
44451 verbose linkBins read-pkg-up@1.0.1
44452 verbose linkMans read-pkg-up@1.0.1
44453 silly build test-exclude@4.2.1
44454 info linkStuff test-exclude@4.2.1
44455 silly linkStuff test-exclude@4.2.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44456 verbose linkBins test-exclude@4.2.1
44457 verbose linkMans test-exclude@4.2.1
44458 silly build babel-plugin-istanbul@4.1.6
44459 info linkStuff babel-plugin-istanbul@4.1.6
44460 silly linkStuff babel-plugin-istanbul@4.1.6 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44461 verbose linkBins babel-plugin-istanbul@4.1.6
44462 verbose linkMans babel-plugin-istanbul@4.1.6
44463 silly build babel-jest@20.0.3
44464 info linkStuff babel-jest@20.0.3
44465 silly linkStuff babel-jest@20.0.3 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44466 verbose linkBins babel-jest@20.0.3
44467 verbose linkMans babel-jest@20.0.3
44468 silly build read-pkg-up@1.0.1
44469 info linkStuff read-pkg-up@1.0.1
44470 silly linkStuff read-pkg-up@1.0.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/meow/node_modules as its parent node_modules
44471 verbose linkBins read-pkg-up@1.0.1
44472 verbose linkMans read-pkg-up@1.0.1
44473 silly build read-pkg@2.0.0
44474 info linkStuff read-pkg@2.0.0
44475 silly linkStuff read-pkg@2.0.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules as its parent node_modules
44476 verbose linkBins read-pkg@2.0.0
44477 verbose linkMans read-pkg@2.0.0
44478 silly build read-pkg-up@2.0.0
44479 info linkStuff read-pkg-up@2.0.0
44480 silly linkStuff read-pkg-up@2.0.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules as its parent node_modules
44481 verbose linkBins read-pkg-up@2.0.0
44482 verbose linkMans read-pkg-up@2.0.0
44483 silly build eslint-plugin-import@2.8.0
44484 info linkStuff eslint-plugin-import@2.8.0
44485 silly linkStuff eslint-plugin-import@2.8.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules as its parent node_modules
44486 verbose linkBins eslint-plugin-import@2.8.0
44487 verbose linkMans eslint-plugin-import@2.8.0
44488 silly build meow@3.7.0
44489 info linkStuff meow@3.7.0
44490 silly linkStuff meow@3.7.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44491 verbose linkBins meow@3.7.0
44492 verbose linkMans meow@3.7.0
44493 silly build internal-ip@1.2.0
44494 info linkStuff internal-ip@1.2.0
44495 silly linkStuff internal-ip@1.2.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44496 verbose linkBins internal-ip@1.2.0
44497 verbose link bins [ { 'internal-ip': 'cli.js' },
44497 verbose link bins   '/mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.bin',
44497 verbose link bins   false ]
44498 verbose linkMans internal-ip@1.2.0
44499 silly gentlyRm /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.bin/internal-ip is being purged
44500 verbose gentlyRm don't care about contents; nuking /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.bin/internal-ip
44501 silly build vary@1.1.2
44502 info linkStuff vary@1.1.2
44503 silly linkStuff vary@1.1.2 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44504 verbose linkBins vary@1.1.2
44505 verbose linkMans vary@1.1.2
44506 silly build express@4.16.3
44507 info linkStuff express@4.16.3
44508 silly linkStuff express@4.16.3 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44509 verbose linkBins express@4.16.3
44510 verbose linkMans express@4.16.3
44511 silly build vendors@1.0.1
44512 info linkStuff vendors@1.0.1
44513 silly linkStuff vendors@1.0.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44514 verbose linkBins vendors@1.0.1
44515 verbose linkMans vendors@1.0.1
44516 silly build postcss-merge-rules@2.1.2
44517 info linkStuff postcss-merge-rules@2.1.2
44518 silly linkStuff postcss-merge-rules@2.1.2 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules as its parent node_modules
44519 verbose linkBins postcss-merge-rules@2.1.2
44520 verbose linkMans postcss-merge-rules@2.1.2
44521 silly build verror@1.10.0
44522 info linkStuff verror@1.10.0
44523 silly linkStuff verror@1.10.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44524 verbose linkBins verror@1.10.0
44525 verbose linkMans verror@1.10.0
44526 silly build jsprim@1.4.1
44527 info linkStuff jsprim@1.4.1
44528 silly linkStuff jsprim@1.4.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44529 verbose linkBins jsprim@1.4.1
44530 verbose linkMans jsprim@1.4.1
44531 silly build http-signature@1.2.0
44532 info linkStuff http-signature@1.2.0
44533 silly linkStuff http-signature@1.2.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44534 verbose linkBins http-signature@1.2.0
44535 verbose linkMans http-signature@1.2.0
44536 silly build request@2.85.0
44537 info linkStuff request@2.85.0
44538 silly linkStuff request@2.85.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44539 verbose linkBins request@2.85.0
44540 verbose linkMans request@2.85.0
44541 silly build vm-browserify@0.0.4
44542 info linkStuff vm-browserify@0.0.4
44543 silly linkStuff vm-browserify@0.0.4 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44544 verbose linkBins vm-browserify@0.0.4
44545 verbose linkMans vm-browserify@0.0.4
44546 silly build walker@1.0.7
44547 info linkStuff walker@1.0.7
44548 silly linkStuff walker@1.0.7 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44549 verbose linkBins walker@1.0.7
44550 verbose linkMans walker@1.0.7
44551 silly build watch@0.10.0
44552 info linkStuff watch@0.10.0
44553 silly linkStuff watch@0.10.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44554 verbose linkBins watch@0.10.0
44555 verbose linkMans watch@0.10.0
44556 silly build sane@1.6.0
44557 info linkStuff sane@1.6.0
44558 silly linkStuff sane@1.6.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules as its parent node_modules
44559 verbose linkBins sane@1.6.0
44560 verbose link bins [ { sane: './src/cli.js' },
44560 verbose link bins   '/mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules/.bin',
44560 verbose link bins   false ]
44561 verbose linkMans sane@1.6.0
44562 silly gentlyRm /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules/.bin/sane is being purged
44563 verbose gentlyRm don't care about contents; nuking /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules/.bin/sane
44564 silly build watchpack@1.5.0
44565 info linkStuff watchpack@1.5.0
44566 silly linkStuff watchpack@1.5.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44567 verbose linkBins watchpack@1.5.0
44568 verbose linkMans watchpack@1.5.0
44569 silly build wbuf@1.7.3
44570 info linkStuff wbuf@1.7.3
44571 silly linkStuff wbuf@1.7.3 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44572 verbose linkBins wbuf@1.7.3
44573 verbose linkMans wbuf@1.7.3
44574 silly build hpack.js@2.1.6
44575 info linkStuff hpack.js@2.1.6
44576 silly linkStuff hpack.js@2.1.6 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44577 verbose linkBins hpack.js@2.1.6
44578 verbose linkMans hpack.js@2.1.6
44579 silly build webidl-conversions@4.0.2
44580 info linkStuff webidl-conversions@4.0.2
44581 silly linkStuff webidl-conversions@4.0.2 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44582 verbose linkBins webidl-conversions@4.0.2
44583 verbose linkMans webidl-conversions@4.0.2
44584 silly build mime@1.6.0
44585 info linkStuff mime@1.6.0
44586 silly linkStuff mime@1.6.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-middleware/node_modules as its parent node_modules
44587 verbose linkBins mime@1.6.0
44588 verbose link bins [ { mime: 'cli.js' },
44588 verbose link bins   '/mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-middleware/node_modules/.bin',
44588 verbose link bins   false ]
44589 verbose linkMans mime@1.6.0
44590 silly gentlyRm /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-middleware/node_modules/.bin/mime is being purged
44591 verbose gentlyRm don't care about contents; nuking /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-middleware/node_modules/.bin/mime
44592 silly build webpack-dev-middleware@1.12.2
44593 info linkStuff webpack-dev-middleware@1.12.2
44594 silly linkStuff webpack-dev-middleware@1.12.2 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44595 verbose linkBins webpack-dev-middleware@1.12.2
44596 verbose linkMans webpack-dev-middleware@1.12.2
44597 silly build ansi-regex@2.1.1
44598 info linkStuff ansi-regex@2.1.1
44599 silly linkStuff ansi-regex@2.1.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44600 verbose linkBins ansi-regex@2.1.1
44601 verbose linkMans ansi-regex@2.1.1
44602 silly build arr-diff@2.0.0
44603 info linkStuff arr-diff@2.0.0
44604 silly linkStuff arr-diff@2.0.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44605 verbose linkBins arr-diff@2.0.0
44606 verbose linkMans arr-diff@2.0.0
44607 silly build array-flatten@2.1.1
44608 info linkStuff array-flatten@2.1.1
44609 silly linkStuff array-flatten@2.1.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44610 verbose linkBins array-flatten@2.1.1
44611 verbose linkMans array-flatten@2.1.1
44612 silly build array-unique@0.2.1
44613 info linkStuff array-unique@0.2.1
44614 silly linkStuff array-unique@0.2.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44615 verbose linkBins array-unique@0.2.1
44616 verbose linkMans array-unique@0.2.1
44617 silly build bonjour@3.5.0
44618 info linkStuff bonjour@3.5.0
44619 silly linkStuff bonjour@3.5.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44620 verbose linkBins bonjour@3.5.0
44621 verbose linkMans bonjour@3.5.0
44622 silly build braces@1.8.5
44623 info linkStuff braces@1.8.5
44624 silly linkStuff braces@1.8.5 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44625 verbose linkBins braces@1.8.5
44626 verbose linkMans braces@1.8.5
44627 silly build camelcase@3.0.0
44628 info linkStuff camelcase@3.0.0
44629 silly linkStuff camelcase@3.0.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44630 verbose linkBins camelcase@3.0.0
44631 verbose linkMans camelcase@3.0.0
44632 silly build debug@2.6.9
44633 info linkStuff debug@2.6.9
44634 silly linkStuff debug@2.6.9 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules/compression/node_modules as its parent node_modules
44635 verbose linkBins debug@2.6.9
44636 verbose linkMans debug@2.6.9
44637 silly build compression@1.7.2
44638 info linkStuff compression@1.7.2
44639 silly linkStuff compression@1.7.2 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44640 verbose linkBins compression@1.7.2
44641 verbose linkMans compression@1.7.2
44642 silly build expand-brackets@0.1.5
44643 info linkStuff expand-brackets@0.1.5
44644 silly linkStuff expand-brackets@0.1.5 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44645 verbose linkBins expand-brackets@0.1.5
44646 verbose linkMans expand-brackets@0.1.5
44647 silly build pify@2.3.0
44648 info linkStuff pify@2.3.0
44649 silly linkStuff pify@2.3.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules/globby/node_modules as its parent node_modules
44650 verbose linkBins pify@2.3.0
44651 verbose linkMans pify@2.3.0
44652 silly build has-flag@2.0.0
44653 info linkStuff has-flag@2.0.0
44654 silly linkStuff has-flag@2.0.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44655 verbose linkBins has-flag@2.0.0
44656 verbose linkMans has-flag@2.0.0
44657 silly build is-extglob@1.0.0
44658 info linkStuff is-extglob@1.0.0
44659 silly linkStuff is-extglob@1.0.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44660 verbose linkBins is-extglob@1.0.0
44661 verbose linkMans is-extglob@1.0.0
44662 silly build extglob@0.3.2
44663 info linkStuff extglob@0.3.2
44664 silly linkStuff extglob@0.3.2 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44665 verbose linkBins extglob@0.3.2
44666 verbose linkMans extglob@0.3.2
44667 silly build is-fullwidth-code-point@1.0.0
44668 info linkStuff is-fullwidth-code-point@1.0.0
44669 silly linkStuff is-fullwidth-code-point@1.0.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44670 verbose linkBins is-fullwidth-code-point@1.0.0
44671 verbose linkMans is-fullwidth-code-point@1.0.0
44672 silly build is-glob@2.0.1
44673 info linkStuff is-glob@2.0.1
44674 silly linkStuff is-glob@2.0.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44675 verbose linkBins is-glob@2.0.1
44676 verbose linkMans is-glob@2.0.1
44677 silly build glob-parent@2.0.0
44678 info linkStuff glob-parent@2.0.0
44679 silly linkStuff glob-parent@2.0.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44680 verbose linkBins glob-parent@2.0.0
44681 verbose linkMans glob-parent@2.0.0
44682 silly build kind-of@3.2.2
44683 info linkStuff kind-of@3.2.2
44684 silly linkStuff kind-of@3.2.2 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44685 verbose linkBins kind-of@3.2.2
44686 verbose linkMans kind-of@3.2.2
44687 silly build micromatch@2.3.11
44688 info linkStuff micromatch@2.3.11
44689 silly linkStuff micromatch@2.3.11 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44690 verbose linkBins micromatch@2.3.11
44691 verbose linkMans micromatch@2.3.11
44692 silly build anymatch@1.3.2
44693 info linkStuff anymatch@1.3.2
44694 silly linkStuff anymatch@1.3.2 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44695 verbose linkBins anymatch@1.3.2
44696 verbose linkMans anymatch@1.3.2
44697 silly build chokidar@1.7.0
44698 info linkStuff chokidar@1.7.0
44699 silly linkStuff chokidar@1.7.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44700 verbose linkBins chokidar@1.7.0
44701 verbose linkMans chokidar@1.7.0
44702 silly build path-exists@2.1.0
44703 info linkStuff path-exists@2.1.0
